Date,Shed,Age,Mortality,Bird_Balance,Fresh_Eggs,Crack_Eggs,Leaker_Eggs,Jumbo_Tray,Production_Pct,Fresh_Tray,Bird_Weight,Tray_Weight
2025-08-24,Shed 4,58.7,8.0,21196.0,19290.0,8,3,1,91.01,,5766.0884375000005,1886.2297222222219
2025-08-25,Shed 1,56.5,5.0,21216.0,19260.0,15,10,1,90.78,,5830.58328125,1909.7777083333333
2025-08-25,Shed 2,55.3,4.0,21064.0,18750.0,14,4,1,89.01,,5954.171718750001,1900.6156944444442
2025-08-25,Shed 3,61.3,4.0,20886.0,18300.0,26,8,1,87.62,,5826.453125,1883.6296527777777
2025-08-25,Shed 4,59.1,9.0,21187.0,19170.0,12,6,1,90.48,,5766.0884375000005,1886.2297222222219
2025-08-26,Shed 1,56.6,5.0,21211.0,19230.0,11,7,1,90.66,,5830.58328125,1909.7777083333333
2025-08-26,Shed 2,55.4,6.0,21058.0,18420.0,12,3,1,87.47,,5954.171718750001,1900.6156944444442
2025-08-26,Shed 3,61.4,5.0,20881.0,17880.0,24,6,1,85.63,,5826.453125,1883.6296527777777
2025-08-26,Shed 4,59.2,8.0,21179.0,18990.0,12,5,1,89.66,,5766.0884375000005,1886.2297222222219
2025-08-27,Shed 1,56.7,1.0,21210.0,19140.0,11,8,1,90.24,,5830.58328125,1909.7777083333333
2025-08-27,Shed 2,55.5,2.0,21056.0,18870.0,22,12,1,89.62,,5954.171718750001,1900.6156944444442
2025-08-27,Shed 3,61.5,7.0,20874.0,18210.0,29,10,1,87.24,,5826.453125,1883.6296527777777
2025-08-27,Shed 4,59.3,3.0,21176.0,19260.0,18,3,2,90.95,,5766.0884375000005,1886.2297222222219
2025-08-28,Shed 1,57.1,6.0,21204.0,19380.0,13,7,1,91.4,,5830.58328125,1909.7777083333333
2025-08-28,Shed 2,55.6,9.0,21047.0,19110.0,24,6,1,90.8,,5954.171718750001,1900.6156944444442
2025-08-28,Shed 3,61.6,3.0,20871.0,18060.0,18,7,16 p,86.53,,5826.453125,1883.6296527777777
2025-08-28,Shed 4,59.4,7.0,21169.0,19110.0,10,6,1,90.27,,5766.0884375000005,1886.2297222222219
2025-08-29,Shed 1,57.2,3.0,21201.0,19380.0,8,6,1,91.41,,5830.58328125,1909.7777083333333
2025-08-29,Shed 2,55.7,6.0,21041.0,18780.0,16,4,1,89.25,,5954.171718750001,1900.6156944444442
2025-08-29,Shed 3,61.7,1.0,20870.0,18270.0,18,9,12 P,87.54,,5826.453125,1883.6296527777777
2025-08-29,Shed 4,59.5,6.0,21163.0,18690.0,15,8,1,88.31,,5766.0884375000005,1886.2297222222219
2025-08-30,Shed 1,57.3,1.0,21200.0,19050.0,15,3,1,89.86,,5830.58328125,1909.7777083333333
2025-08-30,Shed 2,56.1,4.0,21037.0,19020.0,20,6,1,90.41,,5954.171718750001,1900.6156944444442
2025-08-30,Shed 3,62.1,3.0,20867.0,18510.0,11,4,1,88.7,,5826.453125,1883.6296527777777
2025-08-30,Shed 4,59.6,7.0,21156.0,19170.0,8,8,1,90.61,,5766.0884375000005,1886.2297222222219
2025-08-31,Shed 1,57.4,12.0,21188.0,19410.0,11,6,1,91.61,,5830.58328125,1909.7777083333333
2025-08-31,Shed 2,56.2,4.0,21033.0,18930.0,10,6,1,90.0,,5954.171718750001,1900.6156944444442
2025-08-31,Shed 3,62.2,3.0,20864.0,18540.0,24,5,1,88.86,,5826.453125,1883.6296527777777
2025-08-31,Shed 4,59.7,6.0,21150.0,19050.0,15,5,1,90.07,,5766.0884375000005,1886.2297222222219
2025-01-09,Shed 1,57.5,0.0,21188.0,19410.0,15,6,1,91.61,,,
2025-01-09,Shed 2,56.3,5.0,21028.0,18930.0,10,3,1,90.02,,,
2025-01-09,Shed 3,62.3,4.0,20860.0,18540.0,12,5,1,88.88,,,
2025-01-09,Shed 4,60.1,3.0,21147.0,18960.0,15,4,1,89.66,,,
2025-06-09,Shed 1,58.3,4.0,21184.0,19410.0,20,10,2,91.63,,,
2025-06-09,Shed 2,57.1,9.0,21021.0,19020.0,25,12,1,90.48,,,
2025-06-09,Shed 3,63.1,3.0,20857.0,18600.0,14,4,1,89.18,,,
2025-06-09,Shed 4,60.6,4.0,21134.0,18600.0,9,3,12 p,88.01,,,
2025-07-09,Shed 1,58.4,7.0,21177.0,19440.0,11,10,1,91.8,,5847.04219479739,
2025-07-09,Shed 2,57.2,9.0,21012.0,19320.0,15,5,2,91.95,,6009.494142771291,
2025-07-09,Shed 3,63.2,8.0,20849.0,18690.0,17,5,1,89.64,,5813.992568851363,
2025-07-09,Shed 4,60.7,7.0,21127.0,19350.0,23,4,1,91.59,,5797.546490384616,
2025-08-09,Shed 1,58.5,4.0,21173.0,19440.0,15,18,2,91.82,,5830.58328125,
2025-08-09,Shed 2,57.3,6.0,21006.0,19110.0,25,8,1,90.97,,5954.171718750001,
2025-08-09,Shed 3,63.3,4.0,20845.0,18840.0,21,7,1,90.38,,5826.453125,
2025-08-09,Shed 4,61.1,5.0,21122.0,19350.0,18,4,1,91.61,,5766.0884375000005,
2025-09-09,Shed 1,58.6,4.0,21169.0,19380.0,18,8,1,91.55,,5830.58328125,1892.814861111111
2025-09-09,Shed 2,57.4,3.0,21003.0,18690.0,25,8,1,88.99,,5954.171718750001,1908.0786458333332
2025-09-09,Shed 3,63.4,4.0,20841.0,18900.0,8,5,1,90.69,,5826.453125,1874.851840277778
2025-09-09,Shed 4,61.2,8.0,21114.0,18840.0,20,8,1,89.23,,5766.0884375000005,1886.7037500000001
2025-10-09,Shed 1,59.1,6.0,21159.0,19200.0,25,5,1,90.74,,5830.58328125,1896.2222222222222
2025-10-09,Shed 2,57.6,7.0,20993.0,19200.0,20,6,1,91.46,,5954.171718750001,1902.967569444444
2025-10-09,Shed 3,63.6,6.0,20831.0,18600.0,20,3,1,89.29,,5826.453125,1865.0369444444445
2025-10-09,Shed 4,61.3,6.0,21108.0,19230.0,15,5,1,91.1,,5766.0884375000005,1885.4075
2025-11-09,Shed 1,59.1,6.0,21159.0,19200.0,25,5,1,90.74,,5830.58328125,1896.2222222222222
2025-11-09,Shed 2,57.6,7.0,20993.0,19200.0,20,6,1,91.46,,5954.171718750001,1902.967569444444
2025-11-09,Shed 3,63.6,6.0,20831.0,18600.0,20,3,1,89.29,,5826.453125,1865.0369444444445
2025-11-09,Shed 4,61.4,9.0,21099.0,18960.0,28,7,1,89.86,,5766.0884375000005,1885.4075
2025-01-09,Shed 1,57.5,0.0,21188.0,19410.0,15,6,1,91.61,,,
2025-01-09,Shed 2,56.3,5.0,21028.0,18930.0,10,3,1,90.02,,,
2025-01-09,Shed 3,62.3,4.0,20860.0,18540.0,12,5,1,88.88,,,
2025-01-09,Shed 4,60.1,3.0,21147.0,18960.0,15,4,1,89.66,,,
2025-02-09,Shed 1,57.6,4.0,21184.0,19140.0,7,10,1,,638.0,,
2025-02-09,Shed 2,56.4,5.0,21023.0,18870.0,20,6,1,,629.0,,
2025-02-09,Shed 3,62.4,2.0,20858.0,18510.0,0,0,1,,617.0,,
2025-02-09,Shed 4,60.2,6.0,21141.0,18750.0,8,6,1,,625.0,,
2025-03-09,Shed 1,57.7,6.0,21151.0,18990.0,10,12,1,,633.0,,
2025-03-09,Shed 2,56.5,8.0,21003.0,19110.0,20,12,1,,637.0,,
2025-03-09,Shed 3,62.5,0.0,20853.0,18300.0,19,5,1,,610.0,,
2025-03-09,Shed 4,60.3,8.0,21133.0,18780.0,21,9,3,,626.0,,
2025-04-09,Shed 1,58.1,7.0,21133.0,19200.0,16,10,1,,640.0,,
2025-04-09,Shed 2,56.6,8.0,20995.0,19050.0,25,6,35p,,635.0,,
2025-04-09,Shed 3,62.6,5.0,20848.0,18570.0,16,3,1,,619.0,,
2025-04-09,Shed 4,60.4,6.0,21127.0,19110.0,8,3,1,,637.0,,
2025-05-09,Shed 1,58.2,5.0,21128.0,19410.0,11,15,1,,647.0,,
2025-05-09,Shed 2,56.7,8.0,20972.0,19290.0,15,6,1,,643.0,,
2025-05-09,Shed 3,62.7,9.0,20839.0,19110.0,25,3,1,,637.0,,
2025-05-09,Shed 4,60.5,9.0,21115.0,19410.0,11,1,1,,647.0,,
2025-06-09,Shed 1,58.3,4.0,21124.0,19410.0,20,10,2,91.89,647.0,,
2025-06-09,Shed 2,57.1,9.0,20963.0,19020.0,25,12,1,90.73,634.0,,
2025-06-09,Shed 3,63.1,3.0,20836.0,18600.0,14,4,1,89.27,620.0,,
2025-06-09,Shed 4,60.6,4.0,21102.0,18600.0,9,3,12 p,88.14,620.0,,
2025-07-09,Shed 1,58.4,7.0,21117.0,19440.0,11,10,1,92.06,648.0,5847.04219479739,
2025-07-09,Shed 2,57.2,9.0,20946.0,19320.0,15,5,2,92.24,644.0,6009.494142771291,
2025-07-09,Shed 3,63.2,8.0,20826.0,18690.0,17,5,1,89.74,623.0,5813.992568851363,
2025-07-09,Shed 4,60.7,7.0,21092.0,19350.0,23,4,1,91.74,645.0,5797.546490384616,
2025-08-09,Shed 1,58.5,4.0,21113.0,19440.0,15,18,2,92.08,648.0,5830.58328125,
2025-08-09,Shed 2,57.3,6.0,20932.0,19110.0,25,8,1,91.3,637.0,5954.171718750001,
2025-08-09,Shed 3,63.3,4.0,20820.0,18840.0,21,7,1,90.49,628.0,5826.453125,
2025-08-09,Shed 4,61.1,5.0,21084.0,19350.0,18,4,1,91.78,645.0,5766.0884375000005,
2025-09-09,Shed 1,58.6,4.0,21109.0,19380.0,18,8,1,91.81,646.0,5830.58328125,1892.814861111111
2025-09-09,Shed 2,57.4,3.0,20929.0,18690.0,25,8,1,89.3,623.0,5954.171718750001,1908.0786458333332
2025-09-09,Shed 3,63.4,4.0,20816.0,18900.0,8,5,1,90.8,630.0,5826.453125,1874.851840277778
2025-09-09,Shed 4,61.2,8.0,21076.0,18840.0,20,8,1,89.39,628.0,5766.0884375000005,1886.7037500000001
2025-10-09,Shed 1,58.7,4.0,21105.0,19200.0,15,9,1,90.97,640.0,5830.58328125,1896.2222222222222
2025-10-09,Shed 2,57.5,3.0,20926.0,19050.0,25,6,1,91.04,635.0,5954.171718750001,1902.967569444444
2025-10-09,Shed 3,63.5,4.0,20812.0,18780.0,20,6,1,90.24,626.0,5826.453125,1865.0369444444445
2025-10-09,Shed 4,61.3,6.0,21070.0,19230.0,15,5,1,91.27,641.0,5766.0884375000005,1885.4075
2025-11-09,Shed 1,59.1,6.0,21099.0,19200.0,25,5,1,91.0,640.0,5830.58328125,1896.2222222222222
2025-11-09,Shed 2,57.6,7.0,20919.0,19200.0,20,6,1,91.78,640.0,5954.171718750001,1902.967569444444
2025-11-09,Shed 3,63.6,6.0,20806.0,18600.0,20,3,1,89.4,620.0,5826.453125,1865.0369444444445
2025-11-09,Shed 4,61.4,9.0,21061.0,18960.0,28,7,1,90.02,632.0,5766.0884375000005,1885.4075
2025-12-09,Shed 1,59.2,4.0,21095.0,19140.0,11,8,1,90.73,638.0,5830.58328125,1896.2222222222222
2025-12-09,Shed 2,57.7,4.0,20904.0,18780.0,23,5,1,89.84,626.0,5954.171718750001,1902.967569444444
2025-12-09,Shed 3,63.7,7.0,20796.0,18600.0,13,5,1,89.44,620.0,5826.453125,1865.0369444444445
2025-12-09,Shed 4,61.5,6.0,21055.0,18990.0,5,3,1,90.19,633.0,5766.0884375000005,1885.4075
2025-09-13,Shed 1,59.3,6.0,21089.0,19140.0,9,6,1,90.76,638.0,5830.58328125,1892.814861111111
2025-09-13,Shed 2,58.1,2.0,20902.0,18870.0,15,4,1,90.28,629.0,5954.171718750001,1908.0786458333332
2025-09-13,Shed 3,64.1,8.0,20788.0,18420.0,12,5,1,88.61,614.0,5826.453125,1874.851840277778
2025-09-13,Shed 4,61.6,5.0,21050.0,18870.0,7,4,1,89.64,629.0,5766.0884375000005,1886.7037500000001
2025-09-14,Shed 1,59.4,4.0,21085.0,19200.0,16,7,1,91.06,640.0,5830.58328125,1892.814861111111
2025-09-14,Shed 2,58.2,6.0,20896.0,19080.0,10,7,1,91.31,636.0,5954.171718750001,1908.0786458333332
2025-09-14,Shed 3,64.2,2.0,20786.0,18390.0,15,6,1,88.47,613.0,5826.453125,1874.851840277778
2025-09-14,Shed 4,61.7,5.0,21045.0,18900.0,8,5,1,89.81,630.0,5766.0884375000005,1886.7037500000001
2025-09-15,Shed 1,59.5,4.0,21081.0,19230.0,16,3,1,91.22,641.0,5830.58328125,1896.2222222222222
2025-09-15,Shed 2,58.3,7.0,20889.0,18600.0,13,5,1,89.04,620.0,5954.171718750001,1902.967569444444
2025-09-15,Shed 3,64.3,3.0,20783.0,18450.0,10,5,1,88.77,615.0,5826.453125,1865.0369444444445
2025-09-15,Shed 4,62.2,5.0,21040.0,18930.0,19,14,1,89.97,631.0,5766.0884375000005,1885.4075
2025-09-16,Shed 1,59.6,7.0,21074.0,19230.0,14,13,1,91.25,641.0,5830.58328125,1896.2222222222222
2025-09-16,Shed 2,58.4,6.0,20883.0,18690.0,14,10,1,89.5,623.0,5954.171718750001,1902.967569444444
2025-09-16,Shed 3,64.4,4.0,20779.0,18570.0,16,6,1,89.37,619.0,5826.453125,1865.0369444444445
2025-09-16,Shed 4,62.3,4.0,21036.0,18930.0,37,7,1,89.99,631.0,5766.0884375000005,1885.4075
2025-09-17,Shed 1,59.7,3.0,21071.0,19320.0,13,8,1,91.69,644.0,5830.58328125,1896.2222222222222
2025-09-17,Shed 2,58.5,3.0,20880.0,19170.0,8,3,1,91.81,639.0,5954.171718750001,1902.967569444444
2025-09-17,Shed 3,64.5,2.0,20777.0,18810.0,13,6,1,90.53,627.0,5826.453125,1865.0369444444445
2025-09-17,Shed 4,62.4,7.0,21029.0,19320.0,22,6,1,91.87,644.0,5766.0884375000005,1885.4075
2025-09-18,Shed 1,60.1,4.0,21067.0,19410.0,15,7,2,92.13,647.0,5830.58328125,1896.2222222222222
2025-09-18,Shed 2,58.6,5.0,20875.0,18900.0,20,3,1,90.54,630.0,5954.171718750001,1902.967569444444
2025-09-18,Shed 3,64.6,6.0,20771.0,18810.0,13,5,1,90.56,627.0,5826.453125,1865.0369444444445
2025-09-18,Shed 4,62.5,8.0,21021.0,19320.0,11,8,1,91.91,644.0,5766.0884375000005,1885.4075
2025-09-19,Shed 1,60.2,2.0,21065.0,19410.0,25,5,2,92.14,647.0,5830.58328125,1896.2222222222222
2025-09-19,Shed 2,58.7,8.0,20867.0,19050.0,16,15,1,91.29,635.0,5954.171718750001,1902.967569444444
2025-09-19,Shed 3,64.7,3.0,20768.0,18720.0,22,7,1,90.14,624.0,5826.453125,1865.0369444444445
2025-09-19,Shed 4,62.6,4.0,21017.0,19320.0,11,10,1,91.93,644.0,5766.0884375000005,1885.4075
2025-09-20,Shed 1,60.3,4.0,21061.0,19350.0,18,13,1,91.88,645.0,5830.58328125,1896.2222222222222
2025-09-20,Shed 2,59.1,8.0,20859.0,19080.0,15,7,1,91.47,636.0,5954.171718750001,1902.967569444444
2025-09-20,Shed 3,65.1,5.0,20763.0,18630.0,18,7,1,89.73,621.0,5826.453125,1865.0369444444445
2025-09-20,Shed 4,62.7,8.0,21009.0,19260.0,11,6,1,91.67,642.0,5766.0884375000005,1885.4075
2025-09-21,Shed 1,60.4,4.0,21057.0,19410.0,16,13,1,92.18,647.0,5830.58328125,1896.2222222222222
2025-09-21,Shed 2,59.2,3.0,20838.0,19110.0,18,4,1,91.71,637.0,5954.171718750001,1902.967569444444
2025-09-21,Shed 3,65.2,5.0,20758.0,18930.0,28,8,1,91.19,631.0,5826.453125,1865.0369444444445
2025-09-21,Shed 4,63.1,3.0,21006.0,19290.0,29,8,1,91.83,643.0,5766.0884375000005,1885.4075
2025-09-22,Shed 1,60.5,9.0,21048.0,19200.0,16,7,1,91.22,640.0,5830.58328125,1896.2222222222222
2025-09-22,Shed 2,59.3,2.0,20836.0,19290.0,10,7,2,92.58,643.0,5954.171718750001,1902.967569444444
2025-09-22,Shed 3,65.3,4.0,20754.0,18570.0,8,7,1,89.48,619.0,5826.453125,1865.0369444444445
2025-09-22,Shed 4,63.2,8.0,20998.0,19230.0,21,2,2,91.58,641.0,5766.0884375000005,1885.4075
2025-09-23,Shed 1,60.6,4.0,21044.0,19230.0,22,9,1,91.38,641.0,5830.58328125,1896.2222222222222
2025-09-23,Shed 2,59.4,1.0,20835.0,19140.0,10,2,2,91.86,638.0,5954.171718750001,1902.967569444444
2025-09-23,Shed 3,65.4,1.0,20753.0,18720.0,22,6,1,90.2,624.0,5826.453125,1865.0369444444445
2025-09-23,Shed 4,63.3,2.0,20996.0,19140.0,14,4,2,91.16,638.0,5766.0884375000005,1885.4075
2025-09-24,Shed 1,60.7,1.0,21043.0,19080.0,12,11,1,90.67,636.0,5830.58328125,1896.2222222222222
2025-09-24,Shed 2,59.5,5.0,20830.0,18960.0,20,6,1,91.02,632.0,5954.171718750001,1902.967569444444
2025-09-24,Shed 3,65.5,3.0,20750.0,18390.0,5,7,1,88.63,613.0,5826.453125,1865.0369444444445
2025-09-24,Shed 4,63.4,6.0,20990.0,18960.0,11,8,1,90.33,632.0,5766.0884375000005,1885.4075
2025-09-25,Shed 1,61.1,1.0,21042.0,18930.0,11,3,1,89.96,631.0,5830.58328125,1896.2222222222222
2025-09-25,Shed 2,59.6,3.0,20827.0,18690.0,12,6,1,89.74,623.0,5954.171718750001,1902.967569444444
2025-09-25,Shed 3,65.6,5.0,20745.0,18450.0,14,8,1,88.94,615.0,5826.453125,1865.0369444444445
2025-09-25,Shed 4,63.5,7.0,20983.0,18870.0,13,5,1,89.93,629.0,5766.0884375000005,1885.4075
2025-09-26,Shed 1,61.2,10.0,21032.0,19080.0,20,8,1,90.72,636.0,5830.58328125,1896.2222222222222
2025-09-26,Shed 2,59.7,2.0,20813.0,18660.0,6,4,1,89.66,622.0,5954.171718750001,1902.967569444444
2025-09-26,Shed 3,65.7,6.0,20733.0,18480.0,13,9,1,89.13,616.0,5826.453125,1865.0369444444445
2025-09-26,Shed 4,63.6,3.0,20980.0,18960.0,10,11,1,90.37,632.0,5766.0884375000005,1885.4075
2025-09-27,Shed 1,61.3,2.0,21030.0,19110.0,8,8,1,90.87,637.0,5830.58328125,1896.2222222222222
2025-09-27,Shed 2,60.1,2.0,20811.0,19020.0,17,4,1,91.39,634.0,5954.171718750001,1902.967569444444
2025-09-27,Shed 3,66.1,4.0,20732.0,18480.0,14,7,1,89.14,616.0,5826.453125,1865.0369444444445
2025-09-27,Shed 4,63.7,6.0,20974.0,19140.0,14,2,1,91.26,638.0,5766.0884375000005,1885.4075
2025-09-28,Shed 1,61.4,4.0,21026.0,19110.0,21,10,1,90.89,637.0,5830.58328125,1896.2222222222222
2025-09-28,Shed 2,60.2,3.0,20808.0,19020.0,5,3,1,91.41,634.0,5954.171718750001,1902.967569444444
2025-09-28,Shed 3,66.2,5.0,20727.0,18510.0,17,7,1,89.3,617.0,5826.453125,1865.0369444444445
2025-09-28,Shed 4,64.1,3.0,20971.0,19320.0,16,3,1,92.13,644.0,5766.0884375000005,1885.4075
2025-09-29,Shed 1,61.5,3.0,21023.0,19110.0,17,9,1,90.9,637.0,5830.58328125,1896.2222222222222
2025-09-29,Shed 2,60.3,6.0,20802.0,19170.0,8,5,1,92.15,639.0,5954.171718750001,1902.967569444444
2025-09-29,Shed 3,66.3,3.0,20724.0,18540.0,14,5,1,89.46,618.0,5826.453125,1865.0369444444445
2025-09-29,Shed 4,64.2,2.0,20969.0,19260.0,18,10,1,91.85,642.0,5766.0884375000005,1885.4075
2025-09-30,Shed 1,61.6,5.0,21018.0,19110.0,19,11,1,90.92,637.0,5830.58328125,1896.2222222222222
2025-09-30,Shed 2,60.4,4.0,20798.0,18750.0,7,7,1,90.15,625.0,5954.171718750001,1902.967569444444
2025-09-30,Shed 3,66.4,3.0,20721.0,18510.0,18,5,1,89.33,617.0,5826.453125,1865.0369444444445
2025-09-30,Shed 4,64.3,2.0,20967.0,18960.0,17,10,1,90.43,632.0,5766.0884375000005,1885.4075
2025-01-10,Shed 1,61.7,5.0,21013.0,19050.0,18,12,1,90.66,635.0,,
2025-01-10,Shed 2,60.5,6.0,20792.0,18960.0,15,4,1,91.19,632.0,,
2025-01-10,Shed 3,66.5,5.0,20716.0,18690.0,14,6,1,90.22,623.0,,
2025-01-10,Shed 4,64.4,4.0,20963.0,19260.0,18,10,1,91.88,642.0,,
2025-02-10,Shed 1,62.1,5.0,21008.0,19080.0,16,9,2,90.82,636.0,,
2025-02-10,Shed 2,60.6,3.0,20789.0,18780.0,17,7,1,90.34,626.0,,
2025-02-10,Shed 3,66.6,4.0,20712.0,18780.0,18,9,1,90.67,626.0,,
2025-02-10,Shed 4,64.5,7.0,20956.0,19320.0,15,6,1,92.19,644.0,,
2025-03-10,Shed 1,62.2,5.0,21003.0,19080.0,18,9,1,90.84,636.0,,
2025-03-10,Shed 2,60.7,1.0,20788.0,18810.0,7,4,1,90.48,627.0,,
2025-03-10,Shed 3,66.7,3.0,20709.0,18750.0,21,6,1,90.54,625.0,,
2025-03-10,Shed 4,64.6,7.0,20949.0,19410.0,22,8,1,92.65,647.0,,
2025-04-10,Shed 1,62.3,6.0,20997.0,19110.0,14,7,1,91.01,637.0,,
2025-04-10,Shed 2,61.1,3.0,20785.0,18930.0,12,6,1,91.08,631.0,,
2025-04-10,Shed 3,67.1,7.0,20702.0,18720.0,8,10,1,90.43,624.0,,
2025-04-10,Shed 4,64.7,6.0,20943.0,19260.0,20,3,1,91.96,642.0,,
2025-05-10,Shed 1,62.4,1.0,20996.0,19140.0,20,9,1,91.16,638.0,,
2025-05-10,Shed 2,61.2,7.0,20778.0,18930.0,14,5,1,91.11,631.0,,
2025-05-10,Shed 3,67.2,2.0,20700.0,18690.0,17,4,1,90.29,623.0,,
2025-05-10,Shed 4,65.1,4.0,20939.0,19200.0,22,2,1,91.69,640.0,,
2025-06-10,Shed 1,62.5,5.0,20991.0,19170.0,10,7,1,91.32,639.0,,
2025-06-10,Shed 2,61.3,5.0,20773.0,19050.0,15,7,1,91.71,635.0,,
2025-06-10,Shed 3,67.3,1.0,20699.0,18690.0,16,6,1,90.29,623.0,,
2025-06-10,Shed 4,65.2,3.0,20936.0,19320.0,12,5,1,92.28,644.0,,
2025-07-10,Shed 1,62.6,2.0,20989.0,19200.0,24,11,1,91.48,640.0,5847.04219479739,
2025-07-10,Shed 2,61.4,2.0,20771.0,19020.0,18,7,1,91.57,634.0,6009.494142771291,
2025-07-10,Shed 3,67.4,2.0,20697.0,18720.0,14,4,1,90.45,624.0,5813.992568851363,
2025-07-10,Shed 4,65.3,4.0,20932.0,19230.0,7,5,1,91.87,641.0,5797.546490384616,
2025-08-10,Shed 1,62.7,5.0,20984.0,19230.0,22,7,1,91.64,641.0,5830.58328125,
2025-08-10,Shed 2,61.5,4.0,20767.0,19050.0,12,8,1,91.73,635.0,5954.171718750001,
2025-08-10,Shed 3,67.5,6.0,20691.0,18690.0,13,3,1,90.33,623.0,5826.453125,
2025-08-10,Shed 4,65.4,4.0,20928.0,19230.0,9,7,1,91.89,641.0,5766.0884375000005,
2025-09-10,Shed 1,63.1,4.0,20980.0,19200.0,23,11,1,91.52,640.0,5830.58328125,1892.814861111111
2025-09-10,Shed 2,61.6,1.0,20766.0,19080.0,16,9,1,91.88,636.0,5954.171718750001,1908.0786458333332
2025-09-10,Shed 3,67.6,4.0,20687.0,18630.0,15,7,1,90.06,621.0,5826.453125,1874.851840277778
2025-09-10,Shed 4,65.5,5.0,20923.0,19470.0,24,4,1,93.06,649.0,5766.0884375000005,1886.7037500000001
2025-10-10,Shed 1,63.2,3.0,20977.0,19200.0,15,9,1,91.53,640.0,5830.58328125,1896.2222222222222
2025-10-10,Shed 2,61.7,1.0,20755.0,19080.0,7,4,1,91.93,636.0,5954.171718750001,1902.967569444444
2025-10-10,Shed 3,67.7,6.0,20681.0,18630.0,10,6,1,90.08,621.0,5826.453125,1865.0369444444445
2025-10-10,Shed 4,65.6,7.0,20916.0,19500.0,14,4,1,93.23,650.0,5766.0884375000005,1885.4075
2025-11-10,Shed 1,63.3,3.0,20974.0,19230.0,22,11,1,91.68,641.0,5830.58328125,1896.2222222222222
2025-11-10,Shed 2,62.1,5.0,20750.0,18840.0,12,5,1,90.8,628.0,5954.171718750001,1902.967569444444
2025-11-10,Shed 3,68.1,4.0,20677.0,18660.0,21,3,1,90.25,622.0,5826.453125,1865.0369444444445
2025-11-10,Shed 4,65.7,2.0,20914.0,19320.0,16,3,1,92.38,644.0,5766.0884375000005,1885.4075
2025-12-10,Shed 1,63.4,7.0,20967.0,19170.0,9,11,1,91.43,639.0,5830.58328125,1896.2222222222222
2025-12-10,Shed 2,62.2,3.0,20747.0,18930.0,16,5,1,91.24,631.0,5954.171718750001,1902.967569444444
2025-12-10,Shed 3,68.2,1.0,20676.0,18690.0,17,5,1,90.39,623.0,5826.453125,1865.0369444444445
2025-12-10,Shed 4,66.1,5.0,20909.0,19260.0,20,6,1,92.11,642.0,5766.0884375000005,1885.4075
2025-10-13,Shed 1,63.5,3.0,20964.0,18900.0,25,7,1,90.15,630.0,5830.58328125,1896.2222222222222
2025-10-13,Shed 2,62.3,7.0,20740.0,19050.0,18,5,1,91.85,635.0,5954.171718750001,1902.967569444444
2025-10-13,Shed 3,68.3,1.0,20675.0,18720.0,14,4,1,90.54,624.0,5826.453125,1865.0369444444445
2025-10-13,Shed 4,66.2,4.0,20905.0,19350.0,15,11,1,92.56,645.0,5766.0884375000005,1885.4075
2025-10-14,Shed 1,63.6,8.0,20956.0,18960.0,17,12,1,90.48,632.0,5830.58328125,1896.2222222222222
2025-10-14,Shed 2,62.4,3.0,20737.0,18960.0,10,3,15 p,91.43,632.0,5954.171718750001,1902.967569444444
2025-10-14,Shed 3,68.4,3.0,20672.0,18480.0,3,4,1,89.4,616.0,5826.453125,1865.0369444444445
2025-10-14,Shed 4,66.3,2.0,20903.0,19110.0,12,6,1,91.42,637.0,5766.0884375000005,1885.4075
2025-10-15,Shed 1,63.7,3.0,20953.0,18960.0,21,11,1,90.49,632.0,5830.58328125,1896.2222222222222
2025-10-15,Shed 2,62.5,4.0,20733.0,19050.0,10,4,1,91.88,635.0,5954.171718750001,1902.967569444444
2025-10-15,Shed 3,68.5,5.0,20667.0,18450.0,20,3,1,89.27,615.0,5826.453125,1865.0369444444445
2025-10-15,Shed 4,66.4,7.0,20896.0,19350.0,10,5,1,92.6,645.0,5766.0884375000005,1885.4075
2025-10-16,Shed 1,64.1,8.0,20945.0,19050.0,19,8,1,90.95,635.0,5830.58328125,1896.2222222222222
2025-10-16,Shed 2,62.6,2.0,20731.0,18960.0,4,1,1,91.46,632.0,5954.171718750001,1902.967569444444
2025-10-16,Shed 3,68.6,3.0,20664.0,18660.0,16,5,1,90.3,622.0,5826.453125,1865.0369444444445
2025-10-16,Shed 4,66.5,4.0,20892.0,19260.0,8,3,1,92.19,642.0,5766.0884375000005,1885.4075
2025-10-17,Shed 1,64.1,3.0,20942.0,19140.0,19,7,1,91.4,638.0,5830.58328125,1896.2222222222222
2025-10-17,Shed 2,62.7,7.0,20724.0,18780.0,13,6,1,90.62,626.0,5954.171718750001,1902.967569444444
2025-10-17,Shed 3,68.7,6.0,20658.0,18540.0,22,9,1,89.75,618.0,5826.453125,1865.0369444444445
2025-10-17,Shed 4,66.6,2.0,20890.0,19260.0,14,6,1,92.2,642.0,5766.0884375000005,1885.4075
2025-10-18,Shed 1,64.2,4.0,20938.0,19140.0,22,11,1,91.41,638.0,5830.58328125,1896.2222222222222
2025-10-18,Shed 2,63.1,5.0,20719.0,18600.0,8,8,1,89.77,620.0,5954.171718750001,1902.967569444444
